Book Name,Author,Rating,Rating_Filled,Number of Reviews,Log Reviews,Price,Description,Genre,Ranks and Genre,Audible Rank,Listening Time,Listening Time Minutes,Data_Source,Has_Description,Has_Genre,Has_Listening_Time,Book_Name_Key,Author_Key,Review_Group
War and Peace: Penguin Classics,Leo Tolstoy,4.3,4.3,1233.0,7.1180162044653335,888.0,Brought to you by Penguin.,Historical Fiction | Classic Literature | Historical Fiction (Books),",#1,978 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#66 in Historical Fiction (Audible Audiobooks & Originals),#101 in Classic Literature,#1,139 in Historical Fiction (Books)",1978.0,67 hours and 16 minutes,4036.0,Advanced Only,1,1,1,war and peace: penguin classics,leo tolstoy,1001+
Atlas Shrugged,Ayn Rand,4.3,4.3,5399.0,8.594154232552366,1406.0,"In defense of those greatest of human qualities that have made civilization possible, one man sets out to show what would happen to the world if all the heroes of innovation and industry went on strike. Is he a destroyer or a liberator? And why does he fight his hardest battle not against his enemies but against the woman he loves?",Political Fiction | Literary Fiction | Classic Literature,",#141 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Political Fiction,#7 in Literary Fiction,#7 in Classic Literature",141.0,62 hours and 56 minutes,3776.0,Both,1,1,1,atlas shrugged,ayn rand,1001+
War and Peace,Leo Tolstoy,4.300000000000001,4.300000000000001,1148.0,7.046647277848756,1406.0,"Often called the greatest novel ever written, War and Peace is at once an epic of the Napoleonic wars, a philosophical study, and a celebration of the Russian spirit. Tolstoy's genius is clearly seen in the multitude of characters in this massive chronicle, all of them fully realized and equally memorable. Out of this complex narrative emerges a profound examination of the individual's place in the historical process, one that makes it clear why Thomas Mann praised Tolstoy for his Homeric powers and placed War and Peace in the same category as The Iliad.",Fiction Sagas | Historical Fiction | Classic Literature,",#440 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Fiction Sagas,#13 in Historical Fiction (Audible Audiobooks & Originals),#24 in Classic Literature",440.0,61 hours and 6 minutes,3666.0,Both,1,1,1,war and peace,leo tolstoy,1001+
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.7,4.7,1976.0,7.589335823170617,1338.0,"Since its publication in 1960, William L. Shirer’s monumental study of Hitler’s German empire has been widely acclaimed as the definitive record of the 20th century’s blackest hours. The Rise and Fall of the Third Reich offers an unparalleled and thrillingly told examination of how Adolf Hitler nearly succeeded in conquering the world. With millions of copies in print around the globe, it has attained the status of a vital and enduring classic.",German History | World War II History | European History (Books),",#476 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in German History,#3 in World War II History,#11 in European History (Books)",476.0,57 hours and 11 minutes,3431.0,Both,1,1,1,the rise and fall of the third reich: a history of nazi germany,william l. shirer,1001+
Infinite Jest,David Foster Wallace,4.2,4.2,1503.0,7.315883504509785,500.0,"A gargantuan, mind-altering comedy about the Pursuit of Happiness in America set in an addicts' halfway house and a tennis academy, and featuring the most endearingly screwed-up family to come along in recent fiction, Infinite Jest explores essential questions about what entertainment is and why it has come to so dominate our lives; about how our desire for entertainment affects our need to connect with other people; and about what the pleasures we choose say about who we are.",Sports Fiction | Humorous Fiction | Fiction Sagas,",#865 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Sports Fiction,#8 in Humorous Fiction,#9 in Fiction Sagas",865.0,56 hours and 12 minutes,3372.0,Advanced Only,1,1,1,infinite jest,david foster wallace,1001+
War and Peace (AmazonClassics Edition),Leo Tolstoy,4.3,4.3,2046.0,7.624130585661289,1055.0,"In early nineteenth-century Russia, the threat of Napoleon’s invasion looms, and the lives of millions are about to be changed forever. This includes Pierre Bezúkhov, illegitimate son of an aristocrat; Andrew Bolkónski, ambitious military scion; and Natásha Rostóva, compassionate daughter of a nobleman. All of them are unprepared for what lies ahead. Alongside their fellow compatriots - a catalog of enduring literary characters - Pierre, Andrew, and Natásha will be irrevocably torn between fate and free will.",War & Military Fiction | Classic Literature | Classic Fiction (Books),",#2,206 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in War & Military Fiction,#111 in Classic Literature,#2,182 in Classic Fiction (Books)",2206.0,55 hours and 36 minutes,3336.0,Advanced Only,1,1,1,war and peace (amazonclassics edition),leo tolstoy,1001+
The Secret of Secrets: The Secret of the Golden Flower,Osho,4.6,4.6,36.0,3.610917912644224,516.0,"This series of talks is on one of the most esoteric treatises in the world. It will show you the way to become more than the body and the way to bloom - how not to remain a seed but to become a golden flower. What, in India, they call the one thousand-petalled lotus, in China they call the golden flower. It is a symbol that represents perfection, totality. Moreover, the flower represents the actualization of the potential - the beauty, the grandeur, the splendor of being.",Taoism | Buddhist Philosophy & Practice | Judaism (Books),",#679 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Taoism,#4 in Buddhist Philosophy & Practice,#6 in Judaism (Books)",679.0,53 hours and 32 minutes,3212.0,Both,1,1,1,the secret of secrets: the secret of the golden flower,osho,0-50
The Friedrich Nietzsche Collection,Friedrich Nietzsche,4.6,4.6,245.0,5.5053315359323625,1407.0,"Friedrich Nietzsche (1844 - 1900) has influenced philosophers such as Martin Heidegger, Jean-Paul Sartre, Oswald Spengler, George Grant, Emil Cioran, Albert Camus, Ayn Rand, Jacques Derrida, Leo Strauss, Max Scheler, Michel Foucault and Bernard Williams. His writings on aesthetics, language, truth, morality, cultural theory, history, nihilism, power, and the meaning of existence have exerted a vast influence on Western philosophy and intellectual history.",Modern Philosophy | Literary Essays | Essays (Books),",#1,969 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#3 in Modern Philosophy,#26 in Literary Essays,#500 in Essays (Books)",1969.0,51 hours and 11 minutes,3071.0,Advanced Only,1,1,1,the friedrich nietzsche collection,friedrich nietzsche,201-500
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,4.4,10368.0,9.246575864558276,18149.0,"The complete, unabridged audiobook of A Dance with Dragons.","Fantasy Movie, TV & Video Game Tie-Ins | Movie, TV & Video Game Tie-In Fiction | Action & Adventure Fiction",",#1,086 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Fantasy Movie, TV & Video Game Tie-Ins,#6 in Movie, TV & Video Game Tie-In Fiction,#22 in Action & Adventure Fiction",1086.0,48 hours and 53 minutes,2933.0,Both,1,1,1,a dance with dragons: book 5 of a song of ice and fire,george r. r. martin,1001+
Gone with the Wind,Margaret Mitchell,4.6,4.6,3581.0,8.183676582620658,1548.0,"When Gone with the Wind appeared in 1936, it became on overnight sensation. Nothing like it in American literature had ever been seen. It went on to win the Pulitzer Prize and become one of the most celebrated films of all time. It has sold more than 30 million copies worldwide and been translated into 27 languages.",Classic Literature | Classic Fiction (Books),",#412 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#19 in Classic Literature,#486 in Classic Fiction (Books)",412.0,47 hours and 11 minutes,2831.0,Both,1,1,1,gone with the wind,margaret mitchell,1001+
